scenario_id,priority,surface_ids,lane,category,title,preconditions,steps,expected_oracle,negative_or_boundary,automation_target,evidence_required,safety_class,blocking_rule
QA-050-001,P0,SURF-INSTALL-001,each representative lane,install,Clean install from absent package,safe uninstall/clean state approved,install selected APK; launch,package installed and correct initial state captured,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-002,P0,SURF-INSTALL-001,each representative lane,install,Reinstall same artifact,package installed,install same APK with approved flags,outcome and data retention semantics observed,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-003,P1,SURF-INSTALL-001,each representative lane,negative,Corrupt/non-APK fixture rejected by harness,synthetic local fixture only,"run intake validator, not device install",fail closed before ADB action,yes,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-004,P0,SURF-INSTALL-002,applicable lanes,update,Update from prior approved local bundle,older bundle exists locally and signatures compatible,capture pre-state; install newer; launch,update succeeds/fails explicitly; data/session outcome recorded,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-005,P0,SURF-INSTALL-002,applicable lanes,negative,No prior bundle,older artifact absent,evaluate update scenario,"blocked_by_fixture, never marked pass",yes,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-006,P0,SURF-INSTALL-002,applicable lanes,negative,Signature/package conflict,naturally available conflict only,attempt standard safe install,error classified; no resign/bypass,yes,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-007,P0,SURF-PERSIST-001,TV/phone,state,Clear app data resets local state,synthetic account; cleanup approved,record pre-state; clear data; launch,auth/preferences/cache reset category observed,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-008,P0,SURF-PERSIST-001,TV/phone,state,Force-stop preserves data but ends process,post-auth stable,force-stop; relaunch,data/session behavior separated from clear-data,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-009,P0,SURF-PERSIST-002,TV/phone,state,Process kill recovery,stable route,kill process without clear data; relaunch,route/session restoration explicitly classified,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-010,P0,SURF-PERSIST-002,TV/system,state,Device reboot recovery,safe reboot approved,reboot; wait bounded; launch/observe,session/app/launcher state classified,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-011,P0,SURF-PERSIST-001,TV/phone,state,Preferences persistence,non-mutating or synthetic preference change allowed,change safe setting; lifecycle; inspect,persist/reset semantics evidenced,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-012,P0,SURF-PERSIST-001;SURF-NET-003,TV/phone,state,Cache after relaunch,content loaded then app stopped,relaunch online/offline per safe profile,cached/stale/loading/error states distinguished,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-013,P1,SURF-PERSIST-001,phone,state,OS background eviction approximation,phone app backgrounded; safe memory pressure method approved,allow/trigger bounded eviction; foreground,restoration or cold-start category,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-014,P0,SURF-PAIR-002;SURF-PERSIST-001,paired,cleanup,Clear phone data while paired,paired state exists,clear phone data; observe both devices,stale pair cleaned or defect,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-015,P0,SURF-PAIR-002;SURF-PERSIST-001,paired,cleanup,Clear TV data while paired,paired state exists,clear TV data; observe phone,stale target/session handling classified,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-016,P1,SURF-LAUNCHER-004;SURF-PERSIST-002,FogPlay Stick,state,Launcher/app state across reboot,system lane ready,capture before/after reboot,launcher and app states separately tracked,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-017,P1,SURF-PERSIST-001,applicable,backup_restore,Observable restore/backup behavior,standard non-destructive OS flow exists,perform only approved local operation,behavior classified; unavailable => not_applicable/blocked,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-018,P0,SURF-LOG-001,all,privacy,Before/after evidence redaction,stateful run complete,generate diffs/summaries,no account/session/raw package identity leakage,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-019,P0,SURF-RELEASE-001,all,negative,Recovery pass does not erase failed update/start,first transition fails then relaunch works,aggregate,both outcomes retained; release impact evaluated,yes,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
QA-050-020,P0,SURF-RELEASE-001,all,closure,Lifecycle matrix terminal classification,selected rows attempted,validate matrix,pre/action/post/cleanup evidence for every executed state change,no,automate,screenshot+ui_tree+runner_log+ledger,PROD_CONDITIONAL,classify; continue independent scenarios
