scenario_id,priority,surface_ids,lane,category,title,preconditions,steps,expected_oracle,negative_or_boundary,automation_target,evidence_required,safety_class,blocking_rule
QA-055-001,P0,SURF-RELEASE-001,all,manifest,Five main APK family aliases,current local bundle manifest available,build release input model,exactly five individually represented,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-002,P0,SURF-RELEASE-001,launcher,manifest,Separate launcher contour,system evidence/index available or blocked,model contour separately,never counted as sixth main APK or silently omitted,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-003,P0,SURF-RELEASE-002,all,selector,Smoke profile selection,change/build set input exists,run selector,minimal R0 path per applicable family/device,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-004,P0,SURF-RELEASE-002,all,selector,Delta profile selection,changed surface IDs supplied,run selector,only relevant shared/flavor/device scenarios plus mandatory gates,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-005,P0,SURF-RELEASE-002,all,selector,Full regression profile,release candidate input,run selector,all mandatory scenario groups and representative/equivalence requirements,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-006,P0,SURF-RELEASE-001,all,freshness,Evidence build-set compatibility,evidence from current/prior aliases,evaluate,only compatible fresh evidence authoritative,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-007,P0,SURF-RELEASE-001,all,negative,APK existence alone not pass,"five APK inventory READY, no runtime evidence",evaluate gate,blocked,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-008,P0,SURF-RELEASE-001,all,negative,Smoke alone not full release pass,smoke evidence only,evaluate full gate,blocked with missing categories,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-009,P0,SURF-RELEASE-001,all,negative,mapped_only cannot satisfy gate,mapped scenarios only,evaluate,blocked,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-010,P0,SURF-RELEASE-001,all,negative,blocked/not-run cannot satisfy mandatory gate,mandatory row blocked/not-run,evaluate,applicable claim blocked,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-011,P0,SURF-RELEASE-001,all,negative,Retry recovery cannot erase first fail,fail then retry pass,evaluate,defect/failure remains release input,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-012,P0,SURF-RELEASE-001,physical,negative,Synthetic/AVD evidence cannot satisfy physical gate,only synthetic/AVD pass,evaluate,physical requirement missing,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-013,P0,SURF-RELEASE-001,OEM,negative,Representative device cannot silently satisfy equivalence gate,only representative pass,evaluate compatibility gate,selected equivalence gap blocks scope claim,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-014,P0,SURF-RELEASE-001,launcher,negative,Missing mandatory Stick lane,AOSP/launcher mandatory for release scope but device blocked,evaluate,launcher/AOSP claim blocked; other family subclaims remain explicit,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-015,P0,SURF-RELEASE-001,all,review,Reviewer approval requirements,authoritative evidence exists,evaluate review fields,missing QA/Security review blocks pass,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-016,P0,SURF-RELEASE-001,all,integrity,Artifact/evidence hash provenance,report manifest exists,validate hashes/references,drift/missing artifacts fail closed,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-017,P0,SURF-RELEASE-001,all,integrity,Stale/malformed report manifest,synthetic fixture,validate,non-zero; no allow-blocked bypass of integrity,yes,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-018,P0,SURF-RELEASE-001,all,risk,Confirmed defect severity gate,open defects present,evaluate policy,R0/R1 applicable defects block; lower risks explicit,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-019,P1,SURF-RELEASE-001,all,risk,Tooling defect treatment,mandatory oracle tooling defect,evaluate,coverage blocked until trustworthy evidence; not product pass/fail,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-020,P0,SURF-RELEASE-001,all,report,Machine-readable readiness report,all inputs indexed,generate JSON,counts/statuses/reasons reconcile and schema validates,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-021,P0,SURF-RELEASE-001,all,report,Human-readable readiness summary,machine report valid,generate Markdown,"clear per-family/launcher status, gaps and residual risks",no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-022,P0,SURF-RELEASE-002,all,selector,Next-run command/plan generation,gate blocked by gaps,generate selected follow-up plan,only independent QA actions; no external/programmer gate,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-023,P0,SURF-LOG-001,all,privacy,Release package public-safety,outputs generated,run public-safe/hygiene/docs scans,no raw local values/private identifiers,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
QA-055-024,P0,SURF-RELEASE-001,all,closure,Epic closure ledger,TASK-041…055 status indexed,validate,completed/partial/blocked explicit; no false total completion,no,automate,runner_log+ledger+hash_bound_static_artifact,PROD_SAFE,classify; continue independent scenarios
